firm_id,baseline_employees,total_grant_amount,grant_stage1_amount,grant_stage2_total_amount,grant_stage3_amount,post_grant_permanent_employees,post_grant_temporary_employees,total_employees_post_grant,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant,m_i_7
50111,11.0,1800000.0,100000.0,1100000.0,300000.0,8,15,815.0,Unknown,Unknown,Unknown,6.0,450000.0,2200000.0,280000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
50238,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,199.0,4.0,3.0,6.0,500000.0,4000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
50246,10.0,6000000.0,0.0,3500000.0,1000000.0,9,6,96.0,184.0,25.0,7.0,16.0,1647610.0,34969946.0,268200.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
50373,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,204.0,8.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
50394,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,4.0,400000.0,6000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
50486,3.0,4800000.0,0.0,2400000.0,1200000.0,4,2,42.0,307.0,22.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
50541,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,2.0,220000.0,6000000.0,20000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
50580,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,191.0,25.0,7.0,8.0,1500000.0,12000000.0,650000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
50631,3.0,3100000.0,310000.0,1790000.0,500000.0,14,12,1412.0,335.0,20.0,5.0,15.0,3000000.0,28000000.0,320000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
50818,10.0,6000000.0,600000.0,2400000.0,1500000.0,5,6,56.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
50897,4.0,3500000.0,150000.0,1800000.0,675000.0,19,4,194.0,204.0,8.0,4.0,13.0,469600.0,3200000.0,113800.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
51068,2.0,4000000.0,0.0,2000000.0,1000000.0,12,2,122.0,3.0,31.0,1.0,5.0,450000.0,7095500.0,200000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
51141,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,24.0,9.0,2.0,10.0,0.1,400000.0,200000.0,1.0,0.0,0.0,2.0,2.0,50.0,2.0
51227,3.0,5800000.0,200000.0,3150000.0,1000000.0,6,2,62.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
51294,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
51320,3.0,3400000.0,150000.0,1950000.0,650000.0,3,1,31.0,1.0,33.0,2.0,4.0,50000.0,200000.0,50000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
51554,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,7.0,120000.0,3384000.0,50000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
51575,50.0,6000000.0,0.0,3000000.0,1500000.0,8,10,810.0,Unknown,Unknown,Unknown,6.0,42000000.0,2200000.0,12000000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
51600,9.0,6000000.0,600000.0,2400000.0,1500000.0,8,5,85.0,17.0,5.0,4.0,8.0,1000000.0,10000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
51717,3.0,3900000.0,390000.0,1960000.0,575000.0,18,22,1822.0,208.0,13.0,1.0,22.0,19500000.0,30000000.0,700000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
51846,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,50000.0,2200000.0,30000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
51946,3.0,0.0,0.0,0.0,0.0,6,20,620.0,12.0,24.0,6.0,2.0,500000.0,1500000.0,250000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
51961,3.0,4100000.0,100000.0,2000000.0,1000000.0,7,2,72.0,50.0,32.0,6.0,4.0,530000.0,2293860.0,78000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
52058,3.0,6100000.0,610000.0,2440000.0,1525000.0,8,4,84.0,8.0,19.0,5.0,8.0,65000.0,1200000.0,2.5,0.0,0.0,0.0,2.0,2.0,30.0,1.0
52300,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,1.0,33.0,2.0,8.0,6000000.0,54000000.0,2200000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
52314,1.0,3500000.0,200000.0,2600000.0,350000.0,5,2,52.0,115.0,4.0,3.0,6.0,450000.0,4000000.0,110000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
52343,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
52356,4.0,4000000.0,0.0,1000000.0,1500000.0,4,8,48.0,16.0,3.0,2.0,2.0,300000.0,2800000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
52363,8.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,57.0,27.0,6.0,2.0,450000.0,3000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
52437,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,196.0,4.0,3.0,0.0,3000000.0,5000000.0,2000000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
52466,3.0,6000000.0,600000.0,2400000.0,1500000.0,14,89,1489.0,307.0,22.0,5.0,18.0,1200000.0,2000000.0,350000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
52674,3.0,3000000.0,300000.0,1200000.0,750000.0,6,3,63.0,305.0,36.0,4.0,10.0,260000.0,1183000.0,110000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
52799,3.0,2600000.0,100000.0,1200000.0,650000.0,6,1,61.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
53283,3.0,6000000.0,600000.0,2400000.0,1500000.0,3,2,32.0,12.0,24.0,6.0,23.0,1000000.0,10000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53300,3.0,4000000.0,400000.0,1600000.0,1000000.0,18,5,185.0,19.0,15.0,6.0,8.0,700000.0,2200000.0,300000.0,0.0,0.0,0.0,2.0,2.0,75.0,1.0
53402,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53441,2.0,3000000.0,300000.0,1200000.0,750000.0,9,30,930.0,184.0,25.0,7.0,2.0,0.1,3200000.0,2.5,0.0,0.0,0.0,2.0,2.0,100.0,1.0
53460,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53463,3.0,0.0,0.0,0.0,0.0,10,3,103.0,335.0,20.0,5.0,25.0,9350000.0,16000000.0,2200000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
53473,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53616,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,37000.0,2200000.0,15000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53769,19.0,9000000.0,0.0,4500000.0,2250000.0,28,10,2810.0,7.0,14.0,3.0,36.0,15000000.0,140000000.0,7000000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
53785,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53916,1.0,1600000.0,160000.0,640000.0,400000.0,4,2,42.0,148.0,25.0,7.0,2.0,150000.0,2700000.0,45000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
53932,7.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
53990,3.0,7800000.0,780000.0,3620000.0,1450000.0,5,2,52.0,335.0,20.0,5.0,25.0,419000.0,7500000.0,130000.0,0.0,0.0,0.0,2.0,2.0,55.0,1.0
54004,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
54030,3.0,4200000.0,100000.0,3100000.0,500000.0,4,4,44.0,Unknown,Unknown,Unknown,6.0,998.0,2200000.0,998.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
54083,3.0,0.0,0.0,0.0,0.0,8,12,812.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
54116,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,317.0,27.0,6.0,2.0,118000.0,338000.0,108000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
54246,7.0,6000000.0,200000.0,3200000.0,1100000.0,16,5,165.0,184.0,25.0,7.0,5.0,250000.0,3000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
54253,7.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,30.0,28.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
54285,2.0,0.0,0.0,0.0,0.0,4,2,42.0,184.0,25.0,7.0,3.0,188000.0,2716468.0,52000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
54301,4.0,8000000.0,800000.0,2000000.0,2600000.0,2,4,24.0,148.0,25.0,7.0,2.0,850000.0,14500000.0,200000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
54442,3.0,2400000.0,200000.0,1600000.0,300000.0,3,1,31.0,17.0,5.0,4.0,5.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
54462,16.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,12.0,300000.0,900000.0,40000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
54503,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,152.0,25.0,7.0,2.0,250000.0,1500000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
54689,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,63.0,7.0,6.0,40.0,1000000.0,18500000.0,2.5,0.0,1.0,0.0,1.0,2.0,50.0,2.0
54792,3.0,2400000.0,240000.0,1160000.0,400000.0,3,0,30.0,Unknown,Unknown,Unknown,6.0,31000.0,2200000.0,31000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
54857,3.0,4400000.0,440000.0,2100000.0,760000.0,4,3,43.0,31.0,16.0,4.0,5.0,1030.0,775900.0,2.5,0.0,0.0,0.0,2.0,2.0,0.0,1.0
54869,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,31.0,16.0,4.0,2.0,100000.0,180000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
54962,1.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,13.0,30.0,1.0,4.0,2000000.0,21000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55029,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55115,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,90.0,10.0,2.0,18.0,1300000.0,7700000.0,720000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55123,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,4.0,300000.0,3000000.0,100000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
55153,3.0,3400000.0,340000.0,1860000.0,600000.0,5,2,52.0,305.0,36.0,4.0,12.0,120000.0,6000000.0,80000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
55159,8.0,2800000.0,280000.0,1120000.0,700000.0,5,2,52.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,65.0,1.0
55203,6.0,5800000.0,300000.0,3500000.0,1000000.0,16,6,166.0,335.0,20.0,5.0,11.0,500000.0,6000000.0,480000.0,0.0,0.0,0.0,2.0,2.0,48.0,1.0
55298,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55345,2.0,4700000.0,470000.0,1880000.0,1175000.0,6,32,632.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
55427,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,78.0,17.0,3.0,5.0,120000.0,1000000.0,15000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55481,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,48.0,12.0,2.0,4.0,150000.0,780000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55827,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,12.0,24.0,6.0,12.0,800000.0,7000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
55903,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,115.0,4.0,3.0,0.0,86700.0,1000000.0,45000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
56422,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,1.0,200000.0,2000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
56528,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,1.0,33.0,2.0,2.0,100000.0,150000.0,2.5,0.0,0.0,0.0,1.0,2.0,50.0,2.0
56596,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
56604,3.0,6000000.0,600000.0,2400000.0,1500000.0,6,8,68.0,22.0,35.0,4.0,6.0,250000.0,400000.0,150000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
56640,10.0,7600000.0,760000.0,3040000.0,1900000.0,10,2,102.0,321.0,13.0,1.0,6.0,300000.0,2600000.0,210000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
56656,3.0,6000000.0,0.0,3600000.0,900000.0,4,2,42.0,159.0,25.0,7.0,2.0,0.1,200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
56750,3.0,1800000.0,100000.0,1400000.0,150000.0,1,1,11.0,Unknown,Unknown,Unknown,6.0,45000.0,2200000.0,8000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
56777,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
56859,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,2.0,100000.0,1000000.0,55000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
56994,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,3.0,300000.0,1600000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
57024,20.0,0.0,0.0,0.0,0.0,10,2,102.0,305.0,36.0,4.0,7.0,350000.0,1600000.0,200000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
57055,3.0,10000000.0,1000000.0,4000000.0,2500000.0,20,10,2010.0,3.0,31.0,1.0,20.0,1400000.0,6000000.0,400000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
57297,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,196.0,4.0,3.0,3.0,40000.0,1000000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
57348,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
57479,9.0,6000000.0,600000.0,2400000.0,1500000.0,16,10,1610.0,50.0,32.0,6.0,18.0,600000.0,6500000.0,8000.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0
57528,3.0,4000000.0,400000.0,1600000.0,1000000.0,6,2,62.0,335.0,20.0,5.0,12.0,2000000.0,17000000.0,400000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
57556,6.0,6000000.0,600000.0,2400000.0,1500000.0,10,30,1030.0,8.0,19.0,5.0,40.0,2700000.0,4500000.0,800000.0,0.0,0.0,0.0,2.0,2.0,45.0,1.0
57564,2.0,4500000.0,250000.0,2300000.0,825000.0,12,10,1210.0,34.0,10.0,2.0,5.0,300000.0,3000000.0,70000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
58090,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,2.0,0.1,120000.0,2.5,0.0,0.0,0.0,1.0,2.0,50.0,2.0
58150,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,206.0,29.0,1.0,8.0,500000.0,5000000.0,150000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
58164,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
58199,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,216.0,4.0,3.0,7.0,300000.0,400000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
58248,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,4.0,31.0,1.0,5.0,247500.0,600000.0,48500.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
58254,12.0,4000000.0,400000.0,1600000.0,1000000.0,5,37,537.0,19.0,15.0,6.0,43.0,1000000.0,5200000.0,300000.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0
58467,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,1.0,2.0,50.0,2.0
58650,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
58696,3.0,0.0,0.0,0.0,0.0,7,3,73.0,300.0,17.0,3.0,14.0,4000000.0,10000000.0,400000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
58742,4.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,30.0,28.0,1.0,2.0,150000.0,1500000.0,89000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
58994,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,150000.0,2200000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
59097,3.0,6000000.0,600000.0,2400000.0,1500000.0,6,14,614.0,335.0,20.0,5.0,3.0,229000.0,1000000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
59145,3.0,4000000.0,400000.0,1600000.0,1000000.0,6,27,627.0,17.0,5.0,4.0,12.0,600000.0,5000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
59175,3.0,5200000.0,400000.0,2600000.0,700000.0,5,10,510.0,300.0,17.0,3.0,3.0,125000.0,950000.0,96000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
59318,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,4.0,294000.0,2940000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
59419,3.0,5500000.0,550000.0,2200000.0,1375000.0,8,25,825.0,6.0,17.0,3.0,9.0,207800.0,3850000.0,35630.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
59459,3.0,6400000.0,0.0,3800000.0,1000000.0,12,2,122.0,19.0,15.0,6.0,2.0,80000.0,1500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
59518,7.0,5600000.0,60000.0,3040000.0,1250000.0,6,3,63.0,10.0,3.0,2.0,14.0,4500000.0,20600000.0,2500000.0,0.0,0.0,0.0,2.0,2.0,35.0,1.0
59599,3.0,6500000.0,300000.0,3350000.0,1225000.0,6,7,67.0,8.0,19.0,5.0,10.0,450000.0,4500000.0,150000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
59648,3.0,6000000.0,600000.0,2400000.0,1500000.0,11,26,1126.0,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
59939,3.0,4800000.0,480000.0,2520000.0,900000.0,4,10,410.0,55.0,10.0,2.0,6.0,300000.0,3000000.0,50000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
60062,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
60435,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
60461,4.0,0.0,0.0,0.0,0.0,9,2,92.0,20.0,2.0,4.0,10.0,2000000.0,18000000.0,1400000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
60537,20.0,5000000.0,200000.0,3300000.0,750000.0,15,9,159.0,8.0,19.0,5.0,33.0,490000.0,3800000.0,73500.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
60803,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
60810,3.0,6400000.0,240000.0,2960000.0,1600000.0,3,3,33.0,19.0,15.0,6.0,6.0,200000.0,3500000.0,400000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
60898,5.0,3200000.0,320000.0,1280000.0,800000.0,6,2,62.0,52.0,25.0,7.0,15.0,4500000.0,23000000.0,800000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
60961,3.0,0.0,0.0,0.0,0.0,4,4,44.0,49.0,25.0,7.0,1.0,150000.0,400000.0,2.5,0.0,0.0,0.0,2.0,2.0,40.0,1.0
61145,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,8.0,100000.0,1000000.0,50000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
61277,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,4.0,31.0,1.0,1.0,292000.0,2308000.0,90000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
61326,3.0,6000000.0,200000.0,3200000.0,1100000.0,13,4,134.0,10.0,3.0,2.0,13.0,0.1,1300000.0,2.5,0.0,0.0,0.0,2.0,2.0,20.0,1.0
61560,4.0,6000000.0,600000.0,2400000.0,1500000.0,18,100,18100.0,10.0,3.0,2.0,8.0,350000.0,1500000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
61630,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,71.0,27.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,2.0,2.0,50.0,2.0
61766,3.0,5400000.0,140000.0,2560000.0,1350000.0,6,5,65.0,1.0,33.0,2.0,17.0,2475000.0,7442850.0,371852.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
61862,13.0,6000000.0,200000.0,2800000.0,1500000.0,24,38,2438.0,10.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
61883,3.0,6000000.0,600000.0,2400000.0,1500000.0,5,10,510.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
62099,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,30.0,25000.0,2400000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
62126,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
62439,3.0,2600000.0,260000.0,1040000.0,650000.0,8,3,83.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
62461,21.0,6000000.0,0.0,3600000.0,900000.0,6,0,60.0,44.0,10.0,2.0,26.0,277700.0,246981100.0,177000.0,0.0,0.0,0.0,2.0,2.0,45.0,1.0
62534,3.0,5700000.0,570000.0,2780000.0,925000.0,8,5,85.0,335.0,20.0,5.0,19.0,2500000.0,30000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,95.0,1.0
62619,3.0,5000000.0,400000.0,2600000.0,1000000.0,3,1,31.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
62653,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,212.0,11.0,3.0,3.0,400000.0,8000000.0,60000.0,1.0,0.0,0.0,1.0,1.0,50.0,2.0
62791,6.0,0.0,0.0,0.0,0.0,10,5,105.0,12.0,24.0,6.0,16.0,800000.0,4000000.0,220000.0,0.0,0.0,0.0,2.0,2.0,85.0,1.0
62882,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
62936,3.0,4000000.0,400000.0,1600000.0,1000000.0,7,8,78.0,17.0,5.0,4.0,5.0,300000.0,1300000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
63157,3.0,1500000.0,0.0,925000.0,200000.0,4,14,414.0,204.0,8.0,4.0,15.0,2300000.0,6000000.0,80000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
63184,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,24.0,9.0,2.0,2.0,700000.0,1000000.0,400000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
