firm_id,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant
24256,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
24262,1.0,33.0,2.0,5.0,218650.0,2694545.0,120000.0,0.0,0.0,0.0,2.0,2.0,60.0
24268,3.0,31.0,1.0,1.0,65000.0,600000.0,30000.0,0.0,0.0,0.0,2.0,2.0,50.0
24400,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
24456,Unknown,Unknown,Unknown,6.0,7000000.0,2200000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0
24477,Unknown,Unknown,Unknown,6.0,90000.0,2200000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0
24481,312.0,10.0,2.0,6.0,2500000.0,15000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0
24510,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
24662,Unknown,Unknown,Unknown,6.0,760.0,2200000.0,89.0,0.0,0.0,0.0,2.0,2.0,50.0
24685,Unknown,Unknown,Unknown,6.0,350000.0,2200000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0
24690,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
24741,335.0,20.0,5.0,6.0,40000.0,400000.0,2.5,0.0,0.0,0.0,2.0,2.0,40.0
24758,Unknown,Unknown,Unknown,6.0,50000.0,2200000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0
24801,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
24851,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25036,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25070,18.0,30.0,1.0,2.0,200000.0,1200000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0
25096,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,1.0,0.0,2.0,2.0,50.0
25141,49.0,25.0,7.0,8.0,2500000.0,4000000.0,230000.0,0.0,0.0,0.0,2.0,2.0,50.0
25148,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25149,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,1.0,2.0,50.0
25154,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25162,212.0,11.0,3.0,3.0,600000.0,10000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,70.0
25169,66.0,28.0,1.0,8.0,500000.0,10000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,5.0
25255,3.0,31.0,1.0,11.0,600000.0,2000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0
25284,13.0,30.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,80.0
25334,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25340,308.0,10.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0
25346,Unknown,Unknown,Unknown,6.0,2000000.0,2200000.0,5400000.0,0.0,0.0,0.0,2.0,2.0,50.0
25362,50.0,32.0,6.0,10.0,1500000.0,8000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,100.0
25397,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
25411,34.0,10.0,2.0,14.0,450080.0,750000.0,140000.0,0.0,0.0,0.0,2.0,2.0,25.0
25427,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25436,52.0,25.0,7.0,10.0,700000.0,6000000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0
25459,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25535,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25571,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25602,319.0,23.0,6.0,3.0,100000.0,4000000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0
25637,Unknown,Unknown,Unknown,6.0,55000.0,2200000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0
25664,184.0,25.0,7.0,9.0,1400000.0,10900000.0,2.5,0.0,1.0,0.0,1.0,2.0,50.0
25681,188.0,25.0,7.0,8.0,1000000.0,10000000.0,400000.0,0.0,0.0,0.0,2.0,2.0,90.0
25688,203.0,4.0,3.0,3.0,600000.0,7200000.0,200000.0,0.0,0.0,0.0,1.0,2.0,50.0
25709,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25735,184.0,25.0,7.0,4.0,300000.0,500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,15.0
25790,Unknown,Unknown,Unknown,6.0,895000.0,2200000.0,253000.0,0.0,0.0,0.0,2.0,2.0,50.0
25809,31.0,16.0,4.0,10.0,1260000.0,1300000.0,200000.0,0.0,0.0,0.0,2.0,2.0,100.0
25891,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25906,322.0,13.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25926,184.0,25.0,7.0,0.0,1400000.0,7000000.0,650000.0,0.0,0.0,0.0,2.0,2.0,50.0
25943,115.0,4.0,3.0,2.0,331500.0,990000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0
25961,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
25988,3.0,31.0,1.0,0.0,10000.0,70000.0,6000.0,0.0,0.0,0.0,2.0,2.0,50.0
25996,50.0,32.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26069,Unknown,Unknown,Unknown,6.0,250000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26120,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26156,26.0,29.0,1.0,13.0,1800000.0,9000000.0,720000.0,0.0,0.0,0.0,2.0,2.0,100.0
26188,36.0,8.0,4.0,1.0,70000.0,2300000.0,35000.0,0.0,0.0,0.0,2.0,2.0,50.0
26233,10.0,3.0,2.0,4.0,200000.0,1500000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0
26238,319.0,23.0,6.0,9.0,500000.0,9700000.0,250000.0,0.0,0.0,0.0,2.0,2.0,60.0
26290,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26296,204.0,8.0,4.0,5.0,0.1,300000.0,2.5,0.0,0.0,0.0,2.0,2.0,30.0
26302,71.0,27.0,6.0,7.0,600000.0,8100000.0,150000.0,0.0,0.0,0.0,2.0,2.0,80.0
26314,1.0,33.0,2.0,4.0,500000.0,2000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,100.0
26325,171.0,25.0,7.0,4.0,50000.0,400000.0,150000.0,0.0,0.0,0.0,2.0,2.0,20.0
26343,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26383,8.0,19.0,5.0,4.0,300000.0,1200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26393,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26408,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26454,52.0,25.0,7.0,10.0,1500000.0,8000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26468,19.0,15.0,6.0,3.0,300000.0,2500000.0,50000.0,1.0,0.0,0.0,2.0,2.0,50.0
26497,184.0,25.0,7.0,0.0,450000.0,550000.0,198000.0,0.0,0.0,0.0,2.0,2.0,50.0
26515,49.0,25.0,7.0,5.0,20000.0,3500000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
26649,184.0,25.0,7.0,76.0,2300000.0,29000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,30.0
26685,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26697,184.0,25.0,7.0,12.0,500000.0,6000000.0,250000.0,0.0,1.0,0.0,1.0,2.0,50.0
26705,8.0,19.0,5.0,21.0,0.1,12000000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
26725,3.0,31.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,40.0
26751,Unknown,Unknown,Unknown,6.0,410000.0,2200000.0,140000.0,0.0,0.0,0.0,2.0,2.0,50.0
26752,1.0,33.0,2.0,9.0,470000.0,2600000.0,170000.0,0.0,0.0,0.0,2.0,2.0,70.0
26769,68.0,29.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26784,401.0,Unknown,Unknown,6.0,70000.0,2200000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0
26819,184.0,25.0,7.0,16.0,680000.0,4000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0
26847,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
26867,335.0,20.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,1.0,0.0,2.0,2.0,50.0
26893,184.0,25.0,7.0,2.0,45000.0,750000.0,43000.0,0.0,0.0,0.0,2.0,2.0,50.0
27019,184.0,25.0,7.0,5.0,5000000.0,10000000.0,2200000.0,0.0,0.0,0.0,2.0,2.0,50.0
27034,1.0,33.0,2.0,11.0,2700000.0,15600000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,70.0
27062,Unknown,Unknown,Unknown,6.0,650000.0,2200000.0,700000.0,0.0,0.0,0.0,2.0,2.0,50.0
27152,36.0,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27160,184.0,25.0,7.0,1.0,20000.0,250000.0,4000.0,0.0,0.0,0.0,2.0,2.0,50.0
27198,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27212,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27213,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27219,Unknown,Unknown,Unknown,6.0,400000.0,2200000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0
27250,24.0,9.0,2.0,7.0,74000.0,600000.0,20000.0,0.0,0.0,0.0,2.0,2.0,99.0
27257,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27281,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27291,204.0,8.0,4.0,6.0,35000.0,500000.0,2.5,0.0,0.0,0.0,2.0,2.0,80.0
27349,Unknown,Unknown,Unknown,6.0,144000.0,2200000.0,25000.0,0.0,0.0,0.0,2.0,2.0,50.0
27379,Unknown,Unknown,Unknown,6.0,231430.0,2200000.0,68730.0,0.0,0.0,0.0,2.0,2.0,50.0
27384,1.0,33.0,2.0,5.0,150000.0,1500000.0,50000.0,0.0,0.0,0.0,2.0,2.0,90.0
27387,Unknown,Unknown,Unknown,6.0,3000000.0,2200000.0,1500000.0,0.0,0.0,0.0,2.0,2.0,50.0
27448,24.0,9.0,2.0,7.0,280000.0,1500000.0,120000.0,0.0,0.0,0.0,2.0,2.0,99.0
27479,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27487,8.0,19.0,5.0,15.0,450000.0,8000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,70.0
27500,8.0,19.0,5.0,1.0,200000.0,2100000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0
27509,1.0,33.0,2.0,8.0,350000.0,2500000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0
27525,50.0,32.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27530,184.0,25.0,7.0,5.0,200000.0,4500000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
27599,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
27600,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27608,26.0,29.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,2.0,2.0,50.0
27674,2.0,1.0,3.0,3.0,500000.0,550000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0
27708,193.0,31.0,1.0,13.0,1500000.0,16000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,40.0
27818,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27820,12.0,24.0,6.0,12.0,1900000.0,14900000.0,650000.0,0.0,0.0,0.0,2.0,2.0,50.0
27851,6.0,17.0,3.0,10.0,850000.0,6000000.0,350000.0,0.0,0.0,0.0,2.0,2.0,100.0
27875,94.0,15.0,6.0,4.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27941,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27945,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
27969,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28057,7.0,14.0,3.0,6.0,50000.0,150000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0
28111,Unknown,Unknown,Unknown,6.0,21000.0,2200000.0,10000.0,0.0,0.0,0.0,2.0,2.0,50.0
28135,49.0,25.0,7.0,10.0,700000.0,7000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0
28184,Unknown,Unknown,Unknown,6.0,60000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
28217,184.0,25.0,7.0,10.0,4300000.0,18500000.0,2700000.0,0.0,0.0,0.0,1.0,2.0,50.0
28224,Unknown,Unknown,Unknown,6.0,700000.0,2200000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0
28230,8.0,19.0,5.0,6.0,8500000.0,19600000.0,4000000.0,0.0,0.0,0.0,2.0,2.0,50.0
28321,Unknown,Unknown,Unknown,6.0,100000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
28400,24.0,9.0,2.0,3.0,170000.0,640000.0,19000.0,0.0,0.0,0.0,2.0,2.0,20.0
28422,12.0,24.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28449,20.0,2.0,4.0,3.0,85000.0,8800000.0,55000.0,0.0,0.0,0.0,2.0,2.0,50.0
28517,3.0,31.0,1.0,17.0,1350000.0,9800000.0,700000.0,0.0,0.0,0.0,2.0,2.0,50.0
28534,10.0,3.0,2.0,3.0,80000.0,800000.0,50000.0,0.0,0.0,0.0,1.0,2.0,50.0
28556,3.0,31.0,1.0,5.0,800000.0,3800000.0,300000.0,0.0,1.0,0.0,2.0,2.0,50.0
28590,12.0,24.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28591,3.0,31.0,1.0,3.0,120000.0,800000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0
28605,Unknown,Unknown,Unknown,6.0,86000000.0,2200000.0,62000000.0,0.0,0.0,0.0,2.0,2.0,50.0
28693,43.0,30.0,1.0,11.0,325000.0,1300000.0,75000.0,0.0,0.0,0.0,2.0,2.0,0.0
28735,Unknown,Unknown,Unknown,6.0,400000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28747,22.0,35.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28748,11.0,6.0,2.0,7.0,1000000.0,10000000.0,96000.0,0.0,0.0,0.0,2.0,2.0,20.0
28784,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28830,Unknown,Unknown,Unknown,6.0,2000000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
28844,22.0,35.0,4.0,13.0,200000.0,250000.0,80000.0,0.0,0.0,0.0,2.0,2.0,98.0
28874,184.0,25.0,7.0,0.0,0.1,1600000.0,180000.0,0.0,0.0,0.0,2.0,2.0,50.0
28903,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
28961,9.0,1.0,3.0,30.0,800000.0,20000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,25.0
29010,26.0,29.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29025,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29030,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29052,1.0,33.0,2.0,6.0,240000.0,2400000.0,60000.0,0.0,0.0,0.0,2.0,2.0,99.0
29062,Unknown,Unknown,Unknown,6.0,1000000.0,2200000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0
29070,1.0,33.0,2.0,1.0,180000.0,1800000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29077,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29115,221.0,10.0,2.0,5.0,0.1,206500.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
29119,184.0,25.0,7.0,2.0,0.1,500000.0,2.5,0.0,0.0,0.0,1.0,2.0,50.0
29126,184.0,25.0,7.0,3.0,90000.0,1500000.0,50000.0,0.0,0.0,0.0,2.0,2.0,20.0
29163,1.0,33.0,2.0,3.0,300000.0,990000.0,90000.0,0.0,0.0,0.0,2.0,2.0,40.0
29192,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29195,152.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29201,204.0,8.0,4.0,24.0,300000.0,2800000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0
29211,50.0,32.0,6.0,1.0,280000.0,600000.0,42000.0,0.0,1.0,0.0,2.0,2.0,50.0
29212,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29254,1.0,33.0,2.0,4.0,245000.0,1700000.0,12550.0,0.0,0.0,1.0,2.0,2.0,50.0
29262,12.0,24.0,6.0,2.0,0.1,300000.0,2.5,0.0,0.0,0.0,2.0,2.0,70.0
29295,91.0,29.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0
29333,12.0,24.0,6.0,4.0,1800000.0,4000000.0,830000.0,0.0,0.0,0.0,2.0,2.0,50.0
29349,10.0,3.0,2.0,4.0,80500.0,725000.0,30000.0,0.0,0.0,0.0,2.0,2.0,40.0
29371,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29389,184.0,25.0,7.0,1.0,1000000.0,5000000.0,350000.0,0.0,0.0,0.0,2.0,2.0,50.0
29409,49.0,25.0,7.0,4.0,115000.0,3078000.0,43000.0,0.0,0.0,0.0,2.0,2.0,40.0
29570,10.0,3.0,2.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29589,335.0,20.0,5.0,2.0,300000.0,3000000.0,45050.0,0.0,0.0,0.0,2.0,2.0,60.0
29619,Unknown,Unknown,Unknown,6.0,50000.0,2200000.0,350000.0,0.0,0.0,0.0,2.0,2.0,50.0
29647,177.0,29.0,1.0,5.0,40000.0,200000.0,15000.0,0.0,0.0,0.0,2.0,2.0,50.0
29651,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29695,184.0,25.0,7.0,8.0,1200000.0,10000000.0,500000.0,1.0,0.0,0.0,2.0,2.0,50.0
29752,8.0,19.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,1.0,1.0,2.0,50.0
29754,179.0,25.0,7.0,0.0,50000.0,350000.0,22000.0,0.0,0.0,0.0,2.0,2.0,50.0
29759,36.0,8.0,4.0,7.0,1800000.0,5000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0
29788,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29854,24.0,9.0,2.0,6.0,400000.0,500000.0,150000.0,0.0,0.0,0.0,2.0,2.0,15.0
29871,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29907,184.0,25.0,7.0,8.0,300000.0,2401150.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0
29911,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
29920,184.0,25.0,7.0,6.0,150000.0,1200000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0
29930,335.0,20.0,5.0,8.0,78000.0,120000.0,39000.0,0.0,0.0,0.0,2.0,2.0,100.0
29953,Unknown,Unknown,Unknown,6.0,560000.0,2200000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0
30015,335.0,20.0,5.0,5.0,352000.0,1400000.0,76000.0,0.0,0.0,0.0,2.0,2.0,50.0
30024,184.0,25.0,7.0,5.0,500000.0,4000000.0,2.5,0.0,0.0,0.0,2.0,2.0,100.0
30050,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30233,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30257,204.0,8.0,4.0,3.0,75000.0,500000.0,5000.0,0.0,0.0,0.0,2.0,2.0,50.0
30271,12.0,24.0,6.0,1.0,250000.0,540000.0,70000.0,0.0,0.0,0.0,1.0,2.0,50.0
30323,19.0,15.0,6.0,12.0,520000.0,2000000.0,220000.0,0.0,0.0,0.0,2.0,2.0,60.0
30341,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30489,50.0,32.0,6.0,0.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30532,Unknown,Unknown,Unknown,6.0,170000.0,2200000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0
30544,335.0,20.0,5.0,2.0,300000.0,1400000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0
30612,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30638,26.0,29.0,1.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,1.0,2.0,50.0
30656,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30701,3.0,31.0,1.0,30.0,4000000.0,17000000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,50.0
30715,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0
30719,18.0,30.0,1.0,3.0,60000.0,450000.0,2.5,0.0,0.0,0.0,1.0,2.0,50.0
30743,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30769,24.0,9.0,2.0,4.0,50000.0,230000.0,15000.0,0.0,0.0,0.0,2.0,2.0,30.0
30837,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
30897,335.0,20.0,5.0,10.0,500000.0,10000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0
30902,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
31018,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,50.0
31066,159.0,25.0,7.0,8.0,300000.0,3000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,60.0
31107,159.0,25.0,7.0,3.0,500000.0,2000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,70.0
31144,50.0,32.0,6.0,2.0,23700.0,284400.0,13700.0,0.0,0.0,1.0,1.0,2.0,50.0
31202,26.0,29.0,1.0,0.0,150000.0,714000.0,27000.0,0.0,0.0,0.0,2.0,2.0,50.0
31264,Unknown,Unknown,Unknown,6.0,2800000.0,2200000.0,420000.0,0.0,0.0,0.0,2.0,2.0,50.0
31346,26.0,29.0,1.0,25.0,3100000.0,5000000.0,2000000.0,0.0,0.0,0.0,2.0,2.0,100.0
31374,2.0,1.0,3.0,4.0,300000.0,800000.0,100000.0,0.0,0.0,0.0,2.0,2.0,35.0
31385,1.0,33.0,2.0,4.0,200000.0,1000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,40.0
31412,63.0,7.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
31461,216.0,30.0,1.0,2.0,250000.0,2600000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0
31463,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
31524,8.0,19.0,5.0,3.0,68000.0,650000.0,34000.0,0.0,0.0,0.0,2.0,2.0,40.0
31531,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
31557,184.0,25.0,7.0,11.0,3200000.0,15000000.0,1000000.0,0.0,0.0,0.0,2.0,2.0,60.0
31635,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
31672,22.0,35.0,4.0,4.0,470000.0,500000.0,95000.0,0.0,0.0,0.0,2.0,2.0,80.0
31674,26.0,29.0,1.0,8.0,300000.0,1800000.0,80000.0,0.0,0.0,0.0,2.0,2.0,10.0
31677,71.0,27.0,6.0,15.0,60000.0,1300000.0,2.5,0.0,0.0,0.0,2.0,2.0,98.0
31697,20.0,2.0,4.0,12.0,450000.0,4800000.0,250000.0,0.0,0.0,0.0,2.0,2.0,25.0
31810,20.0,2.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
