firm_id,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant
3057,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,400000.0,0.0,0.0,0.0,2.0,2.0,50.0
3068,30.0,28.0,1.0,12.0,2000000.0,20000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,90.0
3122,30.0,28.0,1.0,12.0,2000000.0,12000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,75.0
3166,50.0,32.0,6.0,14.0,210000.0,1900000.0,62000.0,0.0,0.0,0.0,2.0,2.0,100.0
3167,8.0,19.0,5.0,17.0,1100000.0,10000000.0,6000000.0,0.0,0.0,0.0,2.0,2.0,100.0
3168,335.0,20.0,5.0,32.0,368000.0,5803000.0,112898.0,0.0,0.0,0.0,2.0,2.0,100.0
3260,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
3291,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0
3301,153.0,25.0,7.0,1.0,10000.0,80000.0,3000.0,0.0,0.0,0.0,2.0,2.0,90.0
3319,325.0,26.0,6.0,8.0,450000.0,3850000.0,180000.0,0.0,0.0,0.0,2.0,2.0,100.0
3416,152.0,25.0,7.0,9.0,400000.0,3000000.0,120000.0,0.0,0.0,0.0,2.0,2.0,0.0
3426,38.0,12.0,2.0,14.0,926900.0,10019000.0,269000.0,0.0,0.0,0.0,2.0,2.0,25.0
